Column1,pred,actual,Column2,Column3,B,R,bb,rb,Column4,,
1102,1,1,TRUE,0.69,1.25,0.69,0.00,68.97,0.69,,
1103,1,1,TRUE,0.31,2.6,0.31,0.00,31.25,0.31,,
1104,1,0,FALSE,0.43,1.95,0.425531915,0.00,-100.00,0.43,,
1105,1,1,TRUE,1.00,0.833333333,1.00,0.00,100.00,1.00,,
1106,0,0,TRUE,0.42,0.416666667,2.00,41.67,0.00,0.42,,
1107,1,1,TRUE,0.24,3.35,0.238095238,0.00,23.81,0.24,,
1109,0,1,FALSE,0.50,0.5,1.70,-100.00,0.00,0.50,,
1110,0,0,TRUE,0.45,0.454545455,1.80,45.45,0.00,0.45,,
1111,1,1,TRUE,0.63,1.4,0.63,0.00,62.50,0.63,,
1113,0,1,FALSE,0.61,0.606060606,1.45,-100.00,0.00,0.61,,
1114,1,1,TRUE,0.71,1.2,0.714285714,0.00,71.43,0.71,,
1115,1,0,FALSE,1.00,0.833333333,1.00,0.00,-100.00,1.00,,
1116,1,1,TRUE,0.10,6.5,0.10,0.00,10.00,0.10,,
1117,1,1,TRUE,0.43,2.1,0.43,0.00,43.48,0.43,,
1118,0,0,TRUE,0.69,0.689655172,1.25,68.97,0.00,0.69,,
1119,1,1,TRUE,0.43,1.9,0.43,0.00,43.48,0.43,,
1120,1,1,TRUE,0.26,3.15,0.26,0.00,26.32,0.26,,
1121,1,0,FALSE,0.63,1.4,0.63,0.00,-100.00,0.63,,
1123,1,1,TRUE,0.31,2.65,0.31,0.00,30.77,0.31,,
1124,0,0,TRUE,0.34,0.344827586,2.45,34.48,0.00,0.34,,
1125,1,0,FALSE,0.33,2.5,0.333333333,0.00,-100.00,0.33,,
1127,1,0,FALSE,0.39,2.15,0.39,0.00,-100.00,0.39,,
1128,1,1,TRUE,0.16,4.65,0.16,0.00,15.87,0.16,,
1129,1,1,TRUE,0.25,3.25,0.25,0.00,25.00,0.25,,
1130,1,0,FALSE,0.59,1.5,0.59,0.00,-100.00,0.59,,
1131,1,0,FALSE,0.63,1.4,0.63,0.00,-100.00,0.63,,
1133,1,1,TRUE,0.29,2.85,0.289855073,0.00,28.99,0.29,,
1134,1,1,TRUE,0.71,1.2,0.714285714,0.00,71.43,0.71,,
1136,1,0,FALSE,0.41,2.05,0.408163265,0.00,-100.00,0.41,,
1137,1,0,FALSE,0.83,1,0.83,0.00,-100.00,0.83,,
1138,0,0,TRUE,0.13,0.133333333,6.00,13.33,0.00,0.13,,
1139,1,1,TRUE,0.50,1.7,0.50,0.00,50.00,0.50,,
1140,1,0,FALSE,0.59,1.5,0.59,0.00,-100.00,0.59,,
1141,1,0,FALSE,0.22,3.6,0.222222222,0.00,-100.00,0.22,,
1142,1,1,TRUE,0.63,1.4,0.63,0.00,62.50,0.63,,
1143,1,1,TRUE,0.63,1.4,0.63,0.00,62.50,0.63,,
1144,1,1,TRUE,0.53,1.65,0.53,0.00,52.63,0.53,,
1145,1,1,TRUE,0.28,2.95,0.28,0.00,28.17,0.28,,
1146,0,0,TRUE,0.43,0.434782609,1.9,43.48,0.00,0.43,,
1147,0,1,FALSE,0.65,0.64516129,1.35,-100.00,0.00,0.65,,
1148,1,1,TRUE,1.15,0.740740741,1.15,0.00,115.00,1.15,,
1149,1,0,FALSE,0.53,1.65,0.53,0.00,-100.00,0.53,,
1150,1,1,TRUE,0.14,5,0.14,0.00,14.29,0.14,,
1151,1,1,TRUE,0.54,1.6,0.54,0.00,54.05,0.54,,
1152,0,1,FALSE,0.31,0.3125,2.60,-100.00,0.00,0.31,,
1154,0,0,TRUE,0.43,0.434782609,1.9,43.48,0.00,0.43,,
1155,1,0,FALSE,0.80,1.05,0.80,0.00,-100.00,0.80,,
1156,1,1,TRUE,0.50,1.7,0.50,0.00,50.00,0.50,,
1157,1,1,TRUE,0.20,4,0.20,0.00,20.00,0.20,,
1158,1,0,FALSE,0.29,2.9,0.29,0.00,-100.00,0.29,,
1159,1,0,FALSE,0.50,1.7,0.50,0.00,-100.00,0.50,,
1161,1,1,TRUE,0.61,1.45,0.61,0.00,60.61,0.61,,
1162,1,0,FALSE,0.95,0.869565217,0.952380952,0.00,-100.00,0.95,,
1164,1,1,TRUE,0.36,2.35,0.36,0.00,36.36,0.36,,
1165,0,1,FALSE,0.71,0.714285714,1.20,-100.00,0.00,0.71,,
1166,1,1,TRUE,0.63,1.4,0.63,0.00,62.50,0.63,,
1167,1,1,TRUE,0.10,6.5,0.10,0.00,10.00,0.10,,
1169,0,0,TRUE,1.00,1,0.83,100.00,0.00,1.00,,
1171,0,0,TRUE,0.71,0.714285714,1.20,71.43,0.00,0.71,,
1172,1,1,TRUE,0.23,3.5,0.23,0.00,22.73,0.23,,
1173,1,1,TRUE,0.61,1.45,0.61,0.00,60.61,0.61,,
1174,1,1,TRUE,0.08,7.75,0.08,0.00,8.33,0.08,,
1175,1,1,TRUE,0.12,5.7,0.119047619,0.00,11.90,0.12,,
1176,1,1,TRUE,0.17,4.5,0.166666667,0.00,16.67,0.17,,
1177,1,1,TRUE,0.18,4.3,0.18,0.00,17.86,0.18,,
1178,0,0,TRUE,0.36,0.357142857,2.40,35.71,0.00,0.36,,
1181,0,1,FALSE,0.87,0.869565217,0.952380952,-100.00,0.00,0.87,,
1183,1,1,TRUE,0.07,9,0.07,0.00,7.27,0.07,,
1184,1,1,TRUE,0.67,1.3,0.67,0.00,66.67,0.67,,
1185,1,1,TRUE,0.91,0.909090909,0.91,0.00,90.91,0.91,,
1186,0,0,TRUE,0.24,0.238095238,3.35,23.81,0.00,0.24,,
1188,1,1,TRUE,0.48,1.75,0.476190476,0.00,47.62,0.48,,
1189,1,0,FALSE,0.59,1.5,0.59,0.00,-100.00,0.59,,
1190,0,1,FALSE,0.48,0.476190476,1.75,-100.00,0.00,0.48,,
1191,0,1,FALSE,0.57,0.571428571,1.55,-100.00,0.00,0.57,,
1192,1,1,TRUE,0.91,0.909090909,0.91,0.00,90.91,0.91,,
1193,0,0,TRUE,0.53,0.52631579,1.75,52.63,0.00,0.53,,
1194,0,1,FALSE,0.71,0.714285714,1.20,-100.00,0.00,0.71,,
1195,1,1,TRUE,1.00,0.833333333,1.00,0.00,100.00,1.00,,
1196,0,1,FALSE,0.74,0.740740741,1.15,-100.00,0.00,0.74,,
1197,0,0,TRUE,0.24,0.238095238,3.35,23.81,0.00,0.24,,
1198,0,0,TRUE,0.59,0.588235294,1.50,58.82,0.00,0.59,,
1200,0,1,FALSE,0.30,0.303030303,2.70,-100.00,0.00,0.30,,
1201,1,1,TRUE,0.50,1.7,0.50,0.00,50.00,0.50,,
1203,1,1,TRUE,0.31,2.95,0.31,0.00,30.77,0.31,,
1204,1,1,TRUE,0.54,1.6,0.54,0.00,54.05,0.54,,
1206,1,1,TRUE,0.95,0.869565217,0.952380952,0.00,95.24,0.95,,
1207,1,1,TRUE,0.80,1.05,0.80,0.00,80.00,0.80,,
1211,1,1,TRUE,0.29,2.8,0.29,0.00,29.41,0.29,,
1212,1,1,TRUE,0.48,1.75,0.476190476,0.00,47.62,0.48,,
1213,1,1,TRUE,1.05,0.8,1.05,0.00,105.00,1.05,,
1214,1,1,TRUE,0.36,2.35,0.36,0.00,36.36,0.36,,
1216,1,1,TRUE,0.83,1,0.83,0.00,83.33,0.83,,
1217,0,0,TRUE,0.31,0.3125,2.60,31.25,0.00,0.31,,
1218,1,1,TRUE,0.21,3.75,0.21,0.00,21.28,0.21,,
1219,0,0,TRUE,0.65,0.64516129,1.35,64.52,0.00,0.65,,
1221,1,1,TRUE,0.31,2.6,0.31,0.00,31.25,0.31,,
1223,1,1,TRUE,0.67,1.3,0.67,0.00,66.67,0.67,,
1224,1,1,TRUE,0.21,3.75,0.21,0.00,21.28,0.21,,
1225,0,0,TRUE,0.17,0.166666667,4.50,16.67,0.00,0.17,,
1226,0,0,TRUE,0.74,0.740740741,1.15,74.07,0.00,0.74,,
1227,1,1,TRUE,0.43,1.95,0.425531915,0.00,42.55,0.43,,
1228,0,0,TRUE,0.63,0.625,1.4,62.50,0.00,0.63,,
1229,0,1,FALSE,0.50,0.5,1.70,-100.00,0.00,0.50,,
1230,0,0,TRUE,0.71,0.714285714,1.20,71.43,0.00,0.71,,
1231,1,1,TRUE,0.95,0.869565217,0.952380952,0.00,95.24,0.95,,
1232,1,0,FALSE,0.67,1.3,0.67,0.00,-100.00,0.67,,
1233,1,0,FALSE,0.83,1,0.83,0.00,-100.00,0.83,,
1235,1,1,TRUE,0.53,1.65,0.53,0.00,52.63,0.53,,
1236,1,1,TRUE,0.48,1.75,0.476190476,0.00,47.62,0.48,,
1237,0,1,FALSE,0.63,0.625,1.4,-100.00,0.00,0.63,,
1238,1,0,FALSE,0.67,1.3,0.67,0.00,-100.00,0.67,,
1239,1,0,FALSE,0.71,1.2,0.714285714,0.00,-100.00,0.71,,
1240,0,0,TRUE,0.45,0.454545455,1.80,45.45,0.00,0.45,,
1241,1,0,FALSE,0.95,0.869565217,0.952380952,0.00,-100.00,0.95,,
1243,0,0,TRUE,0.43,0.434782609,1.9,43.48,0.00,0.43,,
1245,1,1,TRUE,0.53,1.65,0.53,0.00,52.63,0.53,,
1246,1,1,TRUE,0.80,0.952380952,0.80,0.00,80.00,0.80,,
1247,1,0,FALSE,0.54,1.6,0.54,0.00,-100.00,0.54,,
1248,1,0,FALSE,0.77,1.1,0.77,0.00,-100.00,0.77,,
1249,1,0,FALSE,1.00,0.833333333,1.00,0.00,-100.00,1.00,,
1250,1,1,TRUE,0.91,0.909090909,0.91,0.00,90.91,0.91,,
1252,0,0,TRUE,0.45,0.454545455,1.80,45.45,0.00,0.45,,
1253,1,0,FALSE,0.95,0.869565217,0.952380952,0.00,-100.00,0.95,,
1255,1,1,TRUE,0.87,0.952380952,0.87,0.00,86.96,0.87,,
1256,0,1,FALSE,0.74,0.740740741,1.15,-100.00,0.00,0.74,,
1257,1,1,TRUE,1.50,0.588235294,1.50,0.00,150.00,1.50,,
1258,1,0,FALSE,0.63,1.4,0.63,0.00,-100.00,0.63,,
1259,1,0,FALSE,0.32,2.55,0.322580645,0.00,-100.00,0.32,,
1260,1,0,FALSE,0.59,1.5,0.59,0.00,-100.00,0.59,,
1261,1,0,FALSE,0.57,1.55,0.57,0.00,-100.00,0.57,,
1262,1,0,FALSE,0.63,1.4,0.63,0.00,-100.00,0.63,,
1263,0,0,TRUE,0.34,0.344827586,2.45,34.48,0.00,0.34,,
1264,1,1,TRUE,0.71,1.2,0.714285714,0.00,71.43,0.71,,
1265,1,0,FALSE,0.50,1.7,0.50,0.00,-100.00,0.50,,
1266,1,1,TRUE,0.59,1.5,0.59,0.00,58.82,0.59,,
1267,1,1,TRUE,0.87,0.952380952,0.87,0.00,86.96,0.87,,
1268,1,0,FALSE,0.54,1.6,0.54,0.00,-100.00,0.54,,
1269,0,0,TRUE,0.87,0.869565217,0.952380952,86.96,0.00,0.87,,
1270,1,1,TRUE,1.30,0.666666667,1.30,0.00,130.00,1.30,,
1271,0,0,TRUE,0.38,0.384615385,2.20,38.46,0.00,0.38,,
1272,1,1,TRUE,0.77,1.1,0.77,0.00,76.92,0.77,,
1273,0,1,FALSE,0.67,0.666666667,1.30,-100.00,0.00,0.67,,
1274,0,1,FALSE,0.74,0.740740741,1.15,-100.00,0.00,0.74,,
1276,1,1,TRUE,0.26,3.15,0.26,0.00,26.32,0.26,,
1277,1,1,TRUE,0.77,1.1,0.77,0.00,76.92,0.77,,
1278,0,0,TRUE,0.71,0.714285714,1.20,71.43,0.00,0.71,,
1279,1,0,FALSE,0.80,1.05,0.80,0.00,-100.00,0.80,,
1280,0,1,FALSE,0.45,0.454545455,1.80,-100.00,0.00,0.45,,
1281,0,0,TRUE,0.39,0.392156863,2.15,39.22,0.00,0.39,,
1282,0,1,FALSE,0.69,0.689655172,1.25,-100.00,0.00,0.69,,
1283,1,0,FALSE,0.61,1.45,0.61,0.00,-100.00,0.61,,
1284,1,1,TRUE,0.41,2.05,0.408163265,0.00,40.82,0.41,,
1285,0,0,TRUE,0.17,0.166666667,4.50,16.67,0.00,0.17,,
1286,1,0,FALSE,0.95,0.869565217,0.952380952,0.00,-100.00,0.95,,
1288,1,1,TRUE,0.34,2.45,0.34,0.00,34.48,0.34,,
1289,0,0,TRUE,0.17,0.166666667,4.50,16.67,0.00,0.17,,
1291,0,1,FALSE,0.53,0.52631579,1.65,-100.00,0.00,0.53,,
1293,1,1,TRUE,0.59,1.5,0.59,0.00,58.82,0.59,,
1294,1,1,TRUE,0.36,2.35,0.36,0.00,36.36,0.36,,
1295,0,0,TRUE,0.74,0.740740741,1.15,74.07,0.00,0.74,,
1296,1,1,TRUE,0.69,1.25,0.69,0.00,68.97,0.69,,
1297,0,0,TRUE,0.43,0.434782609,1.9,43.48,0.00,0.43,,
1298,0,0,TRUE,0.53,0.52631579,1.65,52.63,0.00,0.53,,
1300,1,1,TRUE,0.37,2.3,0.37037037,0.00,37.04,0.37,,
1301,0,0,TRUE,0.41,0.408163265,2.05,40.82,0.00,0.41,,
1302,1,0,FALSE,0.87,0.952380952,0.87,0.00,-100.00,0.87,,
1303,0,0,TRUE,0.49,0.487804878,1.88,48.78,0.00,0.49,,
1304,1,0,FALSE,0.50,1.7,0.50,0.00,-100.00,0.50,,
1305,1,0,FALSE,1.20,0.714285714,1.20,0.00,-100.00,1.20,,
1307,1,0,FALSE,0.83,1,0.83,0.00,-100.00,0.83,,
1308,1,1,TRUE,0.25,3.25,0.25,0.00,25.00,0.25,,
1311,1,1,TRUE,0.54,1.6,0.54,0.00,54.05,0.54,,
1312,0,0,TRUE,0.65,0.64516129,1.35,64.52,0.00,0.65,,
1313,1,1,TRUE,0.48,1.75,0.476190476,0.00,47.62,0.48,,
1314,0,0,TRUE,0.33,0.333333333,2.50,33.33,0.00,0.33,,
1315,1,1,TRUE,0.22,3.6,0.222222222,0.00,22.22,0.22,,
1316,1,1,TRUE,0.08,6,0.08,0.00,8.33,0.08,,
1317,0,0,TRUE,0.41,0.408163265,2.05,40.82,0.00,0.41,,
1318,1,0,FALSE,1.25,0.689655172,1.25,0.00,-100.00,1.25,,
1319,1,0,FALSE,0.67,1.3,0.67,0.00,-100.00,0.67,,
1320,1,1,TRUE,0.13,5.25,0.13,0.00,13.33,0.13,,
1323,0,1,FALSE,0.25,0.25,3.25,-100.00,0.00,0.25,,
1324,1,0,FALSE,0.63,1.4,0.63,0.00,-100.00,0.63,,
1325,0,0,TRUE,0.26,0.263157895,3.15,26.32,0.00,0.26,,
1326,0,1,FALSE,0.63,0.625,1.4,-100.00,0.00,0.63,,
1327,0,0,TRUE,0.71,0.714285714,1.20,71.43,0.00,0.71,,
1328,0,1,FALSE,0.65,0.64516129,1.35,-100.00,0.00,0.65,,
1329,1,1,TRUE,0.26,3.2,0.26,0.00,25.64,0.26,,
1330,0,0,TRUE,0.19,0.190476191,4.15,19.05,0.00,0.19,,
1331,0,0,TRUE,0.18,0.181818182,4.25,18.18,0.00,0.18,,
1333,1,0,FALSE,0.57,1.55,0.57,0.00,-100.00,0.57,,
1334,0,0,TRUE,0.29,0.294117647,2.8,29.41,0.00,0.29,,
1335,1,1,TRUE,0.43,1.95,0.425531915,0.00,42.55,0.43,,
1336,1,0,FALSE,0.53,1.65,0.53,0.00,-100.00,0.53,,
1337,1,0,FALSE,0.91,0.909090909,0.91,0.00,-100.00,0.91,,
1339,1,1,TRUE,0.65,1.45,0.65,0.00,64.52,0.65,,
1340,1,1,TRUE,0.43,1.95,0.425531915,0.00,42.55,0.43,,
1341,0,0,TRUE,0.29,0.294117647,2.8,29.41,0.00,0.29,,
1342,0,1,FALSE,0.31,0.307692308,2.65,-100.00,0.00,0.31,,
1344,1,0,FALSE,0.87,0.952380952,0.87,0.00,-100.00,0.87,,
1345,1,1,TRUE,0.38,2.2,0.38,0.00,38.46,0.38,,
1346,1,1,TRUE,0.38,2.25,0.38,0.00,37.74,0.38,,
1347,1,0,FALSE,1.65,0.52631579,1.65,0.00,-100.00,1.65,,
1348,1,1,TRUE,0.67,1.3,0.67,0.00,66.67,0.67,,
1349,0,1,FALSE,0.69,0.689655172,1.35,-100.00,0.00,0.69,,
1350,1,1,TRUE,0.54,1.6,0.54,0.00,54.05,0.54,,
1351,1,1,TRUE,1.00,0.833333333,1.00,0.00,100.00,1.00,,
1352,1,1,TRUE,0.36,2.4,0.36,0.00,35.71,0.36,,
1353,0,0,TRUE,0.77,0.769230769,1.10,76.92,0.00,0.77,,
1355,1,1,TRUE,0.33,2.5,0.333333333,0.00,33.33,0.33,,
1356,0,0,TRUE,0.61,0.606060606,1.45,60.61,0.00,0.61,,
1357,1,1,TRUE,0.36,2.35,0.36,0.00,36.36,0.36,,
1358,1,1,TRUE,0.34,2.45,0.34,0.00,34.48,0.34,,
1359,0,1,FALSE,0.63,0.625,1.4,-100.00,0.00,0.63,,
1360,1,1,TRUE,0.87,0.952380952,0.87,0.00,86.96,0.87,,
1361,0,0,TRUE,0.33,0.333333333,2.50,33.33,0.00,0.33,,
1362,1,1,TRUE,0.67,1.3,0.67,0.00,66.67,0.67,,
1363,1,0,FALSE,0.91,0.909090909,0.91,0.00,-100.00,0.91,,
1364,0,1,FALSE,0.59,0.588235294,1.50,-100.00,0.00,0.59,,
1365,1,1,TRUE,0.61,1.45,0.61,0.00,60.61,0.61,,
1367,1,1,TRUE,0.80,1.05,0.80,0.00,80.00,0.80,,
1368,0,0,TRUE,0.57,0.571428571,1.55,57.14,0.00,0.57,,
1369,1,1,TRUE,0.41,2.05,0.408163265,0.00,40.82,0.41,,
1371,0,0,TRUE,0.38,0.384615385,2.20,38.46,0.00,0.38,,
1372,1,1,TRUE,0.48,1.75,0.476190476,0.00,47.62,0.48,,
1373,1,0,FALSE,0.83,1,0.83,0.00,-100.00,0.83,,
1374,1,0,FALSE,0.77,1.1,0.77,0.00,-100.00,0.77,,
1375,1,1,TRUE,0.16,4.7,0.16,0.00,15.63,0.16,,
1377,1,0,FALSE,1.05,0.8,1.05,0.00,-100.00,1.05,,
1378,1,0,FALSE,0.31,2.65,0.31,0.00,-100.00,0.31,,
1379,1,0,FALSE,0.91,0.909090909,0.91,0.00,-100.00,0.91,,
1380,1,1,TRUE,0.23,3.45,0.23,0.00,23.26,0.23,,
1381,1,1,TRUE,0.16,4.7,0.16,0.00,15.63,0.16,,
1382,1,1,TRUE,0.91,0.909090909,0.91,0.00,90.91,0.91,,
1383,1,1,TRUE,0.87,0.952380952,0.87,0.00,86.96,0.87,,
1386,1,1,TRUE,0.53,1.65,0.53,0.00,52.63,0.53,,
1387,1,0,FALSE,0.71,1.2,0.714285714,0.00,-100.00,0.71,,
1388,0,0,TRUE,0.50,0.5,1.70,50.00,0.00,0.50,,
1389,1,1,TRUE,0.95,0.869565217,0.952380952,0.00,95.24,0.95,,
1390,1,0,FALSE,0.48,1.75,0.476190476,0.00,-100.00,0.48,,
1391,1,0,FALSE,0.67,1.3,0.67,0.00,-100.00,0.67,,
1394,1,0,FALSE,0.87,0.952380952,0.87,0.00,-100.00,0.87,,
1396,0,1,FALSE,0.38,0.384615385,2.40,-100.00,0.00,0.38,,
1397,0,1,FALSE,0.13,0.125,5.50,-100.00,0.00,0.13,,
1398,1,0,FALSE,0.48,1.75,0.476190476,0.00,-100.00,0.48,,
1399,0,0,TRUE,0.38,0.384615385,2.20,38.46,0.00,0.38,,
1400,1,1,TRUE,0.10,6.5,0.10,0.00,10.00,0.10,,
1404,0,0,TRUE,0.48,0.476190476,1.75,47.62,0.00,0.48,,
1406,1,0,FALSE,0.24,3.35,0.238095238,0.00,-100.00,0.24,,
1407,1,1,TRUE,0.63,1.4,0.63,0.00,62.50,0.63,,
1408,1,1,TRUE,0.91,0.909090909,0.91,0.00,90.91,0.91,,
1411,1,1,TRUE,0.39,2.15,0.39,0.00,39.22,0.39,,
1412,1,0,FALSE,1.10,0.769230769,1.10,0.00,-100.00,1.10,,
1413,1,1,TRUE,0.40,2.1,0.40,0.00,40.00,0.40,,
1414,1,0,FALSE,0.61,1.45,0.61,0.00,-100.00,0.61,,
1415,1,0,FALSE,0.33,2.5,0.333333333,0.00,-100.00,0.33,,
1416,1,0,FALSE,0.61,1.45,0.61,0.00,-100.00,0.61,,
1417,1,0,FALSE,0.53,1.65,0.53,0.00,-100.00,0.53,,
1418,0,0,TRUE,0.67,0.666666667,1.30,66.67,0.00,0.67,,
1419,0,0,TRUE,0.40,0.4,2.10,40.00,0.00,0.40,,
1420,0,1,FALSE,0.45,0.454545455,1.80,-100.00,0.00,0.45,,
1421,1,1,TRUE,0.45,1.8,0.45,0.00,45.45,0.45,,
1422,1,0,FALSE,0.71,1.2,0.714285714,0.00,-100.00,0.71,,
1423,0,0,TRUE,0.57,0.571428571,1.55,57.14,0.00,0.57,,
1424,0,1,FALSE,0.83,0.833333333,1.00,-100.00,0.00,0.83,,
1425,1,1,TRUE,0.91,0.909090909,0.91,0.00,90.91,0.91,,
1426,1,1,TRUE,0.48,1.75,0.476190476,0.00,47.62,0.48,,
1427,0,0,TRUE,1.30,1.3,0.67,130.00,0.00,1.30,,
1428,0,0,TRUE,0.67,0.666666667,1.30,66.67,0.00,0.67,,
1429,1,1,TRUE,0.27,3.13,0.27,0.00,26.67,0.27,,
1431,1,1,TRUE,0.48,1.75,0.476190476,0.00,47.62,0.48,,
1432,0,1,FALSE,0.69,0.689655172,1.35,-100.00,0.00,0.69,,
1433,0,0,TRUE,0.67,0.666666667,1.30,66.67,0.00,0.67,,
1436,0,1,FALSE,0.54,0.540540541,1.60,-100.00,0.00,0.54,,
1437,0,0,TRUE,0.53,0.52631579,1.65,52.63,0.00,0.53,,
1440,1,1,TRUE,0.33,2.5,0.333333333,0.00,33.33,0.33,,
1441,0,0,TRUE,0.74,0.740740741,1.15,74.07,0.00,0.74,,
1442,0,0,TRUE,0.27,0.273972603,3.05,27.40,0.00,0.27,,
1443,1,1,TRUE,0.50,1.7,0.50,0.00,50.00,0.50,,
1445,1,1,TRUE,0.63,1.4,0.63,0.00,62.50,0.63,,
1446,0,0,TRUE,0.65,0.64516129,1.35,64.52,0.00,0.65,,
1447,0,1,FALSE,0.63,0.625,1.4,-100.00,0.00,0.63,,
1449,1,1,TRUE,0.09,7,0.09,0.00,9.09,0.09,,
1450,1,1,TRUE,0.83,1,0.83,0.00,83.33,0.83,,
1451,0,1,FALSE,0.59,0.588235294,1.50,-100.00,0.00,0.59,,
1452,0,1,FALSE,0.53,0.52631579,1.65,-100.00,0.00,0.53,,
1453,1,1,TRUE,0.39,2.15,0.39,0.00,39.22,0.39,,
1454,0,1,FALSE,0.49,0.487804878,1.73,-100.00,0.00,0.49,,
1455,1,1,TRUE,0.42,2,0.416666667,0.00,41.67,0.42,,
1456,0,0,TRUE,0.23,0.227272727,3.50,22.73,0.00,0.23,,
1457,1,1,TRUE,0.83,1,0.83,0.00,83.33,0.83,,
1458,0,1,FALSE,0.77,0.769230769,1.10,-100.00,0.00,0.77,,
1459,0,1,FALSE,0.71,0.714285714,1.20,-100.00,0.00,0.71,,
1460,1,0,FALSE,0.67,1.3,0.67,0.00,-100.00,0.67,,
1461,0,0,TRUE,0.18,0.181818182,4.25,18.18,0.00,0.18,,
1462,1,1,TRUE,0.71,1.2,0.714285714,0.00,71.43,0.71,,
1463,0,0,TRUE,0.57,0.571428571,1.55,57.14,0.00,0.57,,
1464,1,1,TRUE,0.18,4.25,0.18,0.00,18.18,0.18,,
1465,1,1,TRUE,0.53,1.65,0.53,0.00,52.63,0.53,,
1466,1,1,TRUE,0.65,1.35,0.65,0.00,64.52,0.65,,
1467,1,0,FALSE,0.63,1.4,0.63,0.00,-100.00,0.63,,
1468,0,1,FALSE,0.77,0.769230769,1.10,-100.00,0.00,0.77,,
1471,0,1,FALSE,0.59,0.588235294,1.50,-100.00,0.00,0.59,,
1472,1,1,TRUE,0.29,2.85,0.289855073,0.00,28.99,0.29,,
1474,1,1,TRUE,0.65,1.35,0.65,0.00,64.52,0.65,,
1475,1,0,FALSE,0.69,1.25,0.69,0.00,-100.00,0.69,,
1476,0,1,FALSE,0.71,0.714285714,1.20,-100.00,0.00,0.71,,
1477,0,0,TRUE,0.51,0.512820513,1.68,51.28,0.00,0.51,,
1478,1,1,TRUE,0.74,1.15,0.74,0.00,74.07,0.74,,
1479,1,0,FALSE,1.20,0.714285714,1.20,0.00,-100.00,1.20,,
1481,1,1,TRUE,0.34,2.45,0.34,0.00,34.48,0.34,,
1483,1,0,FALSE,0.83,1,0.83,0.00,-100.00,0.83,,
1485,0,1,FALSE,0.48,0.476190476,1.75,-100.00,0.00,0.48,,
1486,1,1,TRUE,0.56,1.58,0.56,0.00,55.56,0.56,,
1487,1,0,FALSE,0.50,1.85,0.50,0.00,-100.00,0.50,,
1488,0,0,TRUE,0.74,0.740740741,1.15,74.07,0.00,0.74,,
1490,0,0,TRUE,0.74,0.740740741,1.15,74.07,0.00,0.74,,
1491,1,0,FALSE,1.10,0.769230769,1.10,0.00,-100.00,1.10,,
1492,0,1,FALSE,0.53,0.52631579,1.65,-100.00,0.00,0.53,,
1493,1,1,TRUE,0.31,2.65,0.31,0.00,30.77,0.31,,
1494,1,1,TRUE,0.24,3.3,0.243902439,0.00,24.39,0.24,,
1495,0,1,FALSE,0.53,0.52631579,1.65,-100.00,0.00,0.53,,
1496,1,0,FALSE,0.45,1.8,0.45,0.00,-100.00,0.45,,
1497,1,0,FALSE,0.77,1.1,0.77,0.00,-100.00,0.77,,
1498,1,1,TRUE,0.57,1.55,0.57,0.00,57.14,0.57,,
1499,0,0,TRUE,0.50,0.5,1.70,50.00,0.00,0.50,,
1500,1,1,TRUE,0.53,1.65,0.53,0.00,52.63,0.53,,
1501,1,0,FALSE,1.05,0.8,1.05,0.00,-100.00,1.05,,
1502,1,0,FALSE,0.34,2.45,0.34,0.00,-100.00,0.34,,
1504,0,1,FALSE,0.69,0.689655172,1.25,-100.00,0.00,0.69,,
1505,1,0,FALSE,0.53,1.65,0.53,0.00,-100.00,0.53,,
1506,1,1,TRUE,0.29,2.8,0.29,0.00,29.41,0.29,,
1507,1,1,TRUE,0.69,1.25,0.69,0.00,68.97,0.69,,
1508,1,1,TRUE,0.65,1.35,0.65,0.00,64.52,0.65,,
1510,1,1,TRUE,0.63,1.4,0.63,0.00,62.50,0.63,,
1511,1,1,TRUE,0.63,1.4,0.63,0.00,62.50,0.63,,
1512,1,0,FALSE,1.00,0.833333333,1.00,0.00,-100.00,1.00,,
1513,1,0,FALSE,0.30,2.7,0.30,0.00,-100.00,0.30,,
1514,1,1,TRUE,0.69,1.35,0.69,0.00,68.97,0.69,,
1515,1,1,TRUE,0.69,1.25,0.69,0.00,68.97,0.69,,
1516,1,1,TRUE,0.21,3.75,0.21,0.00,21.28,0.21,,
1517,0,0,TRUE,0.80,0.8,1.05,80.00,0.00,0.80,,
1519,1,0,FALSE,0.29,2.85,0.289855073,0.00,-100.00,0.29,,
1520,0,0,TRUE,0.24,0.238095238,3.35,23.81,0.00,0.24,,
1521,0,1,FALSE,0.53,0.52631579,1.65,-100.00,0.00,0.53,,
1522,0,1,FALSE,0.57,0.571428571,1.55,-100.00,0.00,0.57,,
1524,0,0,TRUE,0.37,0.37037037,2.3,37.04,0.00,0.37,,
1525,1,1,TRUE,0.38,2.2,0.38,0.00,38.46,0.38,,
1526,0,0,TRUE,0.43,0.434782609,2.10,43.48,0.00,0.43,,
1527,1,1,TRUE,0.31,2.6,0.31,0.00,31.25,0.31,,
1529,1,1,TRUE,0.40,2.1,0.40,0.00,40.00,0.40,,
1530,1,0,FALSE,0.74,1.15,0.74,0.00,-100.00,0.74,,
1531,1,0,FALSE,0.26,3.2,0.26,0.00,-100.00,0.26,,
