Column1,pred,actual,Column2,Column3,B,R,bb,rb,Column4,,
2282,1,1,TRUE,0.29,2.8,0.29,0.00,29.41,0.29,,
2285,1,1,TRUE,0.91,0.909090909,0.91,0.00,90.91,0.91,,
2286,1,1,TRUE,0.44,1.85,0.444444444,0.00,44.44,0.44,,
2288,1,1,TRUE,0.53,1.65,0.53,0.00,52.63,0.53,,
2289,0,0,TRUE,0.50,0.5,1.70,50.00,0.00,0.50,,
2290,0,1,FALSE,0.54,0.540540541,1.60,-100.00,0.00,0.54,,
2292,0,0,TRUE,0.28,0.277777778,3.00,27.78,0.00,0.28,,
2294,1,1,TRUE,0.63,1.4,0.63,0.00,62.50,0.63,,
2295,1,1,TRUE,0.10,6.5,0.10,0.00,10.00,0.10,,
2296,1,1,TRUE,0.87,0.952380952,0.87,0.00,86.96,0.87,,
2298,0,0,TRUE,0.45,0.454545455,1.80,45.45,0.00,0.45,,
2299,1,0,FALSE,1.00,0.833333333,1.00,0.00,-100.00,1.00,,
2300,0,0,TRUE,0.69,0.689655172,1.25,68.97,0.00,0.69,,
2301,1,1,TRUE,0.22,4,0.222222222,0.00,22.22,0.22,,
2302,1,0,FALSE,0.54,1.6,0.54,0.00,-100.00,0.54,,
2303,0,1,FALSE,0.69,0.689655172,1.25,-100.00,0.00,0.69,,
2306,0,1,FALSE,0.63,0.625,1.4,-100.00,0.00,0.63,,
2307,1,1,TRUE,0.91,0.909090909,0.91,0.00,90.91,0.91,,
2308,0,0,TRUE,0.29,0.294117647,2.8,29.41,0.00,0.29,,
2309,1,1,TRUE,0.59,1.5,0.59,0.00,58.82,0.59,,
2311,1,0,FALSE,0.67,1.3,0.67,0.00,-100.00,0.67,,
2313,1,0,FALSE,0.91,1,0.91,0.00,-100.00,0.91,,
2314,1,0,FALSE,0.91,0.909090909,0.91,0.00,-100.00,0.91,,
2315,1,1,TRUE,0.74,1.15,0.74,0.00,74.07,0.74,,
2316,0,0,TRUE,0.57,0.571428571,1.55,57.14,0.00,0.57,,
2317,1,1,TRUE,0.67,1.3,0.67,0.00,66.67,0.67,,
2318,0,0,TRUE,0.83,0.833333333,1.00,83.33,0.00,0.83,,
2319,1,1,TRUE,1.05,0.8,1.05,0.00,105.00,1.05,,
2320,0,1,FALSE,0.21,0.206185567,3.85,-100.00,0.00,0.21,,
2321,1,0,FALSE,0.39,2.15,0.39,0.00,-100.00,0.39,,
2322,1,1,TRUE,0.91,0.909090909,0.91,0.00,90.91,0.91,,
2324,1,1,TRUE,0.63,1.5,0.63,0.00,62.50,0.63,,
2325,1,1,TRUE,0.77,1.1,0.77,0.00,76.92,0.77,,
2326,1,0,FALSE,0.80,1.05,0.80,0.00,-100.00,0.80,,
2327,0,1,FALSE,0.87,0.869565217,0.952380952,-100.00,0.00,0.87,,
2328,1,1,TRUE,0.33,2.5,0.333333333,0.00,33.33,0.33,,
2329,1,0,FALSE,0.24,3.4,0.24,0.00,-100.00,0.24,,
2330,1,0,FALSE,0.33,2.5,0.333333333,0.00,-100.00,0.33,,
2331,0,0,TRUE,0.54,0.540540541,1.60,54.05,0.00,0.54,,
2332,1,1,TRUE,0.40,2.1,0.40,0.00,40.00,0.40,,
2333,0,1,FALSE,0.87,0.869565217,0.952380952,-100.00,0.00,0.87,,
2334,1,0,FALSE,0.30,2.75,0.30,0.00,-100.00,0.30,,
2335,1,0,FALSE,0.44,1.85,0.444444444,0.00,-100.00,0.44,,
2338,0,1,FALSE,0.54,0.540540541,1.60,-100.00,0.00,0.54,,
2340,1,0,FALSE,0.57,1.55,0.57,0.00,-100.00,0.57,,
2341,1,0,FALSE,0.36,2.35,0.36,0.00,-100.00,0.36,,
2343,1,1,TRUE,0.09,7.5,0.09,0.00,8.58,0.09,,
2344,1,0,FALSE,0.65,1.35,0.65,0.00,-100.00,0.65,,
2346,1,1,TRUE,0.54,1.6,0.54,0.00,54.05,0.54,,
2347,1,1,TRUE,0.28,3,0.28,0.00,27.78,0.28,,
2348,1,1,TRUE,0.29,2.8,0.29,0.00,29.41,0.29,,
2349,1,0,FALSE,1.35,0.64516129,1.35,0.00,-100.00,1.35,,
2351,1,1,TRUE,0.91,0.909090909,0.91,0.00,90.91,0.91,,
2352,1,1,TRUE,1.00,0.909090909,1.00,0.00,100.00,1.00,,
2356,1,1,TRUE,0.22,3.6,0.222222222,0.00,22.22,0.22,,
2357,1,1,TRUE,0.28,2.95,0.28,0.00,28.17,0.28,,
2358,1,1,TRUE,0.44,1.85,0.444444444,0.00,44.44,0.44,,
2359,1,1,TRUE,0.54,1.6,0.54,0.00,54.05,0.54,,
2360,0,0,TRUE,0.87,0.869565217,0.952380952,86.96,0.00,0.87,,
2361,1,0,FALSE,0.77,1.1,0.77,0.00,-100.00,0.77,,
2362,1,1,TRUE,0.74,1.15,0.74,0.00,74.07,0.74,,
2363,1,0,FALSE,0.38,2.2,0.38,0.00,-100.00,0.38,,
2364,1,0,FALSE,0.53,1.65,0.53,0.00,-100.00,0.53,,
2366,0,0,TRUE,0.80,0.8,1.05,80.00,0.00,0.80,,
2367,1,0,FALSE,0.34,2.45,0.34,0.00,-100.00,0.34,,
2368,1,1,TRUE,0.87,0.952380952,0.87,0.00,86.96,0.87,,
2369,1,1,TRUE,0.24,3.35,0.238095238,0.00,23.81,0.24,,
2370,0,1,FALSE,3.35,3.35,0.238095238,-100.00,0.00,3.35,,
2371,1,1,TRUE,0.14,5,0.14,0.00,14.29,0.14,,
2373,1,1,TRUE,0.77,1.1,0.77,0.00,76.92,0.77,,
2374,1,1,TRUE,0.95,0.869565217,0.952380952,0.00,95.24,0.95,,
2375,1,0,FALSE,0.54,1.6,0.54,0.00,-100.00,0.54,,
2377,1,1,TRUE,0.19,4.5,0.190476191,0.00,19.05,0.19,,
2378,1,0,FALSE,0.74,1.15,0.74,0.00,-100.00,0.74,,
2379,1,1,TRUE,0.40,2.1,0.40,0.00,40.00,0.40,,
2380,1,0,FALSE,0.71,1.2,0.714285714,0.00,-100.00,0.71,,
2382,1,0,FALSE,0.36,2.35,0.36,0.00,-100.00,0.36,,
2383,1,1,TRUE,0.38,2.25,0.38,0.00,37.74,0.38,,
2384,1,0,FALSE,0.38,2.2,0.38,0.00,-100.00,0.38,,
2385,1,1,TRUE,0.57,1.55,0.57,0.00,57.14,0.57,,
2386,1,0,FALSE,0.36,2.35,0.36,0.00,-100.00,0.36,,
2387,1,0,FALSE,0.87,0.952380952,0.87,0.00,-100.00,0.87,,
2389,0,0,TRUE,0.69,0.689655172,1.25,68.97,0.00,0.69,,
2391,1,0,FALSE,0.65,1.35,0.65,0.00,-100.00,0.65,,
2396,1,0,FALSE,0.59,1.5,0.59,0.00,-100.00,0.59,,
2397,1,1,TRUE,0.21,3.75,0.21,0.00,21.28,0.21,,
2398,1,0,FALSE,0.80,1.05,0.80,0.00,-100.00,0.80,,
2399,1,1,TRUE,0.42,2,0.416666667,0.00,41.67,0.42,,
2400,1,1,TRUE,0.38,2.45,0.38,0.00,37.74,0.38,,
2402,1,1,TRUE,0.45,1.8,0.45,0.00,45.45,0.45,,
2403,0,1,FALSE,0.63,0.625,1.4,-100.00,0.00,0.63,,
2404,1,1,TRUE,0.87,0.952380952,0.87,0.00,86.96,0.87,,
2405,1,1,TRUE,0.42,2.2,0.416666667,0.00,41.67,0.42,,
2407,0,0,TRUE,0.61,0.606060606,1.45,60.61,0.00,0.61,,
2408,0,1,FALSE,0.65,0.64516129,1.35,-100.00,0.00,0.65,,
2409,1,1,TRUE,0.17,4.5,0.166666667,0.00,16.67,0.17,,
2410,1,0,FALSE,0.27,3.1,0.27,0.00,-100.00,0.27,,
2411,1,1,TRUE,0.45,1.8,0.45,0.00,45.45,0.45,,
2412,1,0,FALSE,0.45,1.8,0.45,0.00,-100.00,0.45,,
2413,0,1,FALSE,0.67,0.666666667,1.30,-100.00,0.00,0.67,,
2416,1,1,TRUE,0.59,1.5,0.59,0.00,58.82,0.59,,
2417,1,0,FALSE,0.43,1.95,0.425531915,0.00,-100.00,0.43,,
2418,1,0,FALSE,0.28,3,0.28,0.00,-100.00,0.28,,
2420,0,1,FALSE,0.61,0.606060606,1.45,-100.00,0.00,0.61,,
2421,1,0,FALSE,0.23,3.5,0.23,0.00,-100.00,0.23,,
2422,1,0,FALSE,0.87,0.952380952,0.87,0.00,-100.00,0.87,,
2423,1,0,FALSE,0.45,1.8,0.45,0.00,-100.00,0.45,,
2424,1,1,TRUE,0.71,1.2,0.714285714,0.00,71.43,0.71,,
2425,1,1,TRUE,0.42,2,0.416666667,0.00,41.67,0.42,,
2426,0,0,TRUE,0.77,0.769230769,1.10,76.92,0.00,0.77,,
2427,1,1,TRUE,0.71,1.2,0.714285714,0.00,71.43,0.71,,
2428,1,0,FALSE,0.87,0.952380952,0.87,0.00,-100.00,0.87,,
2430,1,0,FALSE,0.71,1.2,0.714285714,0.00,-100.00,0.71,,
2431,0,1,FALSE,0.80,0.8,1.05,-100.00,0.00,0.80,,
2433,1,1,TRUE,0.20,3.9,0.20,0.00,20.41,0.20,,
2434,1,1,TRUE,0.34,2.45,0.34,0.00,34.48,0.34,,
2435,1,1,TRUE,1.05,0.8,1.05,0.00,105.00,1.05,,
2437,0,0,TRUE,0.28,0.277777778,3.00,27.78,0.00,0.28,,
2439,1,1,TRUE,0.61,1.45,0.61,0.00,60.61,0.61,,
2440,1,1,TRUE,0.74,1.15,0.74,0.00,74.07,0.74,,
2441,1,0,FALSE,0.61,1.45,0.61,0.00,-100.00,0.61,,
2442,0,0,TRUE,0.67,0.666666667,1.30,66.67,0.00,0.67,,
2444,1,1,TRUE,0.36,2.35,0.36,0.00,36.36,0.36,,
2446,0,1,FALSE,0.71,0.714285714,1.20,-100.00,0.00,0.71,,
2448,0,0,TRUE,0.77,0.769230769,1.10,76.92,0.00,0.77,,
2449,1,1,TRUE,0.69,1.25,0.69,0.00,68.97,0.69,,
2450,0,1,FALSE,0.71,0.714285714,1.20,-100.00,0.00,0.71,,
2451,0,0,TRUE,0.67,0.666666667,1.30,66.67,0.00,0.67,,
2453,1,0,FALSE,0.44,1.85,0.444444444,0.00,-100.00,0.44,,
2454,1,1,TRUE,0.24,3.3,0.243902439,0.00,24.39,0.24,,
2455,1,0,FALSE,0.69,1.25,0.69,0.00,-100.00,0.69,,
2456,1,1,TRUE,0.16,4.7,0.16,0.00,15.63,0.16,,
2457,1,1,TRUE,0.59,1.5,0.59,0.00,58.82,0.59,,
2458,1,1,TRUE,0.67,1.4,0.67,0.00,66.67,0.67,,
2460,1,1,TRUE,0.28,3,0.28,0.00,27.78,0.28,,
2461,1,1,TRUE,0.43,1.9,0.43,0.00,43.48,0.43,,
2463,1,0,FALSE,0.69,1.25,0.69,0.00,-100.00,0.69,,
2465,1,1,TRUE,1.05,0.8,1.05,0.00,105.00,1.05,,
2466,1,0,FALSE,0.87,0.952380952,0.87,0.00,-100.00,0.87,,
2467,0,1,FALSE,0.30,0.303030303,2.70,-100.00,0.00,0.30,,
2469,0,0,TRUE,0.65,0.64516129,1.35,64.52,0.00,0.65,,
2471,1,1,TRUE,0.77,1.1,0.77,0.00,76.92,0.77,,
2472,0,1,FALSE,0.30,0.303030303,2.70,-100.00,0.00,0.30,,
2473,1,1,TRUE,0.23,3.5,0.23,0.00,22.73,0.23,,
2474,0,0,TRUE,0.18,0.181818182,4.25,18.18,0.00,0.18,,
2475,1,1,TRUE,0.43,1.9,0.43,0.00,43.48,0.43,,
2476,1,0,FALSE,0.48,1.75,0.476190476,0.00,-100.00,0.48,,
2477,0,0,TRUE,0.67,0.666666667,1.30,66.67,0.00,0.67,,
2478,1,1,TRUE,0.67,1.3,0.67,0.00,66.67,0.67,,
2479,0,0,TRUE,0.57,0.571428571,1.55,57.14,0.00,0.57,,
2480,0,1,FALSE,0.74,0.740740741,1.15,-100.00,0.00,0.74,,
2481,0,0,TRUE,0.43,0.434782609,1.9,43.48,0.00,0.43,,
2482,1,0,FALSE,0.59,1.5,0.59,0.00,-100.00,0.59,,
2483,1,0,FALSE,0.53,1.65,0.53,0.00,-100.00,0.53,,
2484,0,0,TRUE,0.74,0.740740741,1.15,74.07,0.00,0.74,,
2485,1,0,FALSE,0.13,5.25,0.13,0.00,-100.00,0.13,,
2486,1,1,TRUE,0.07,9.25,0.07,0.00,7.14,0.07,,
2487,1,1,TRUE,0.34,2.45,0.34,0.00,34.48,0.34,,
2488,1,0,FALSE,0.65,1.35,0.65,0.00,-100.00,0.65,,
2489,1,0,FALSE,0.63,1.4,0.63,0.00,-100.00,0.63,,
2491,0,1,FALSE,0.41,0.408163265,2.05,-100.00,0.00,0.41,,
2492,0,0,TRUE,0.17,0.166666667,4.50,16.67,0.00,0.17,,
2494,0,1,FALSE,0.37,0.37037037,2.3,-100.00,0.00,0.37,,
2495,1,1,TRUE,0.24,3.35,0.238095238,0.00,23.81,0.24,,
2498,1,1,TRUE,0.31,2.7,0.31,0.00,31.25,0.31,,
2499,1,1,TRUE,0.19,4.15,0.190476191,0.00,19.05,0.19,,
2501,1,1,TRUE,0.36,2.4,0.36,0.00,35.71,0.36,,
2502,0,0,TRUE,0.57,0.571428571,1.55,57.14,0.00,0.57,,
2504,1,0,FALSE,0.77,1.1,0.77,0.00,-100.00,0.77,,
2505,0,0,TRUE,0.50,0.5,1.70,50.00,0.00,0.50,,
2506,1,0,FALSE,0.59,1.6,0.59,0.00,-100.00,0.59,,
2507,0,0,TRUE,0.54,0.540540541,1.60,54.05,0.00,0.54,,
2508,0,1,FALSE,0.77,0.769230769,1.10,-100.00,0.00,0.77,,
2510,0,0,TRUE,0.53,0.52631579,1.65,52.63,0.00,0.53,,
2511,0,0,TRUE,0.54,0.540540541,1.60,54.05,0.00,0.54,,
2513,1,1,TRUE,0.77,1.1,0.77,0.00,76.92,0.77,,
2514,1,1,TRUE,0.18,4.25,0.18,0.00,18.18,0.18,,
2515,1,1,TRUE,1.00,0.833333333,1.00,0.00,100.00,1.00,,
2516,1,0,FALSE,0.69,1.25,0.69,0.00,-100.00,0.69,,
2517,0,0,TRUE,0.36,0.357142857,2.40,35.71,0.00,0.36,,
2519,1,0,FALSE,0.30,2.7,0.30,0.00,-100.00,0.30,,
2520,1,1,TRUE,0.39,2.15,0.39,0.00,39.22,0.39,,
2521,1,1,TRUE,1.15,0.740740741,1.15,0.00,115.00,1.15,,
2522,0,0,TRUE,0.53,0.52631579,1.65,52.63,0.00,0.53,,
2523,1,1,TRUE,0.29,2.8,0.29,0.00,29.41,0.29,,
2524,0,0,TRUE,0.38,0.384615385,2.20,38.46,0.00,0.38,,
2525,1,1,TRUE,0.37,2.3,0.37037037,0.00,37.04,0.37,,
2526,0,0,TRUE,0.38,0.384615385,2.20,38.46,0.00,0.38,,
2527,0,1,FALSE,0.77,0.769230769,1.10,-100.00,0.00,0.77,,
2528,1,1,TRUE,0.38,2.45,0.38,0.00,37.74,0.38,,
2529,0,0,TRUE,0.21,0.212765957,3.75,21.28,0.00,0.21,,
2530,0,0,TRUE,0.50,0.5,1.70,50.00,0.00,0.50,,
2531,0,1,FALSE,0.59,0.588235294,1.50,-100.00,0.00,0.59,,
2532,1,1,TRUE,0.29,2.85,0.289855073,0.00,28.99,0.29,,
2534,1,1,TRUE,0.24,3.35,0.238095238,0.00,23.81,0.24,,
2535,1,1,TRUE,0.42,2,0.416666667,0.00,41.67,0.42,,
2536,0,0,TRUE,0.43,0.434782609,2.10,43.48,0.00,0.43,,
2538,0,1,FALSE,3.05,3.05,0.27,-100.00,0.00,3.05,,
2540,1,1,TRUE,0.87,0.952380952,0.87,0.00,86.96,0.87,,
2541,1,1,TRUE,0.18,4.3,0.18,0.00,17.86,0.18,,
2543,1,1,TRUE,0.13,5.25,0.13,0.00,13.33,0.13,,
2544,0,0,TRUE,0.87,0.869565217,0.952380952,86.96,0.00,0.87,,
2546,0,1,FALSE,0.23,0.227272727,3.50,-100.00,0.00,0.23,,
2549,1,0,FALSE,0.69,1.25,0.69,0.00,-100.00,0.69,,
2550,0,1,FALSE,0.43,0.425531915,1.95,-100.00,0.00,0.43,,
2551,1,1,TRUE,1.05,0.8,1.05,0.00,105.00,1.05,,
2552,1,1,TRUE,0.39,2.15,0.39,0.00,39.22,0.39,,
2553,0,1,FALSE,0.50,0.5,1.70,-100.00,0.00,0.50,,
2554,0,1,FALSE,0.59,0.588235294,1.50,-100.00,0.00,0.59,,
2555,1,0,FALSE,0.22,3.65,0.22,0.00,-100.00,0.22,,
2556,1,1,TRUE,0.50,1.7,0.50,0.00,50.00,0.50,,
2557,1,0,FALSE,0.38,2.25,0.38,0.00,-100.00,0.38,,
2559,0,0,TRUE,0.38,0.384615385,2.20,38.46,0.00,0.38,,
2560,1,0,FALSE,0.67,1.3,0.67,0.00,-100.00,0.67,,
2561,0,1,FALSE,0.63,0.625,1.4,-100.00,0.00,0.63,,
2562,0,1,FALSE,0.40,0.4,2.10,-100.00,0.00,0.40,,
2564,0,1,FALSE,0.71,0.714285714,1.20,-100.00,0.00,0.71,,
2565,1,0,FALSE,0.71,1.2,0.714285714,0.00,-100.00,0.71,,
2566,1,1,TRUE,0.26,3.15,0.26,0.00,26.32,0.26,,
2567,1,1,TRUE,0.41,2.05,0.408163265,0.00,40.82,0.41,,
2568,1,0,FALSE,0.38,2.2,0.38,0.00,-100.00,0.38,,
2569,1,1,TRUE,0.23,3.5,0.23,0.00,22.73,0.23,,
2570,1,1,TRUE,0.31,2.6,0.31,0.00,31.25,0.31,,
2571,1,1,TRUE,0.74,1.15,0.74,0.00,74.07,0.74,,
2573,1,1,TRUE,1.05,0.8,1.05,0.00,105.00,1.05,,
2574,1,0,FALSE,1.05,0.8,1.05,0.00,-100.00,1.05,,
2575,1,1,TRUE,0.80,1.05,0.80,0.00,80.00,0.80,,
2576,0,0,TRUE,0.08,0.083333333,7.75,8.33,0.00,0.08,,
2577,1,1,TRUE,0.06,11,0.06,0.00,5.88,0.06,,
2578,1,1,TRUE,0.43,1.9,0.43,0.00,43.48,0.43,,
2579,1,1,TRUE,0.48,1.75,0.476190476,0.00,47.62,0.48,,
2581,1,1,TRUE,0.57,1.55,0.57,0.00,57.14,0.57,,
2582,0,1,FALSE,0.54,0.540540541,1.60,-100.00,0.00,0.54,,
2583,1,1,TRUE,0.22,3.6,0.222222222,0.00,22.22,0.22,,
2584,1,1,TRUE,0.42,2,0.416666667,0.00,41.67,0.42,,
2585,0,0,TRUE,0.53,0.52631579,1.65,52.63,0.00,0.53,,
2586,1,1,TRUE,0.29,2.8,0.29,0.00,29.41,0.29,,
2587,1,1,TRUE,0.40,2.1,0.40,0.00,40.00,0.40,,
2588,0,1,FALSE,0.71,0.714285714,1.20,-100.00,0.00,0.71,,
2589,1,0,FALSE,0.17,4.5,0.166666667,0.00,-100.00,0.17,,
2591,1,1,TRUE,0.50,1.7,0.50,0.00,50.00,0.50,,
2592,1,1,TRUE,0.65,1.35,0.65,0.00,64.52,0.65,,
2593,1,1,TRUE,0.32,2.55,0.322580645,0.00,32.26,0.32,,
2595,1,1,TRUE,0.71,1.2,0.714285714,0.00,71.43,0.71,,
2597,1,0,FALSE,0.71,1.2,0.714285714,0.00,-100.00,0.71,,
2598,1,0,FALSE,0.50,1.7,0.50,0.00,-100.00,0.50,,
2601,1,1,TRUE,0.26,3.4,0.26,0.00,26.32,0.26,,
2602,1,1,TRUE,0.74,1.15,0.74,0.00,74.07,0.74,,
2603,1,0,FALSE,0.41,2.05,0.408163265,0.00,-100.00,0.41,,
2605,1,1,TRUE,0.43,1.9,0.43,0.00,43.48,0.43,,
2606,1,1,TRUE,0.25,3.25,0.25,0.00,25.00,0.25,,
2607,1,1,TRUE,0.44,1.85,0.444444444,0.00,44.44,0.44,,
2612,0,0,TRUE,0.71,0.714285714,1.30,71.43,0.00,0.71,,
2613,1,1,TRUE,0.77,1.2,0.77,0.00,76.92,0.77,,
2614,0,1,FALSE,0.53,0.52631579,1.65,-100.00,0.00,0.53,,
2616,1,1,TRUE,0.39,2.15,0.39,0.00,39.22,0.39,,
2617,0,0,TRUE,0.50,0.5,1.70,50.00,0.00,0.50,,
2618,1,1,TRUE,0.32,2.85,0.317460318,0.00,31.75,0.32,,
2619,1,1,TRUE,0.20,4,0.20,0.00,20.00,0.20,,
2620,1,1,TRUE,0.38,2.25,0.38,0.00,37.74,0.38,,
2621,1,1,TRUE,0.20,4,0.20,0.00,20.00,0.20,,
2622,0,1,FALSE,0.74,0.740740741,1.15,-100.00,0.00,0.74,,
2623,0,0,TRUE,0.21,0.212765957,3.75,21.28,0.00,0.21,,
2624,0,1,FALSE,0.71,0.714285714,1.20,-100.00,0.00,0.71,,
2625,0,0,TRUE,0.37,0.37037037,2.3,37.04,0.00,0.37,,
2626,0,0,TRUE,0.41,0.408163265,2.05,40.82,0.00,0.41,,
2627,1,1,TRUE,0.42,2,0.416666667,0.00,41.67,0.42,,
2628,0,1,FALSE,0.54,0.540540541,1.60,-100.00,0.00,0.54,,
2629,1,1,TRUE,0.50,1.7,0.50,0.00,50.00,0.50,,
2630,0,0,TRUE,0.10,0.1,6.50,10.00,0.00,0.10,,
2631,0,1,FALSE,0.57,0.571428571,1.55,-100.00,0.00,0.57,,
2632,1,1,TRUE,1.00,0.833333333,1.00,0.00,100.00,1.00,,
2633,1,0,FALSE,0.21,3.75,0.21,0.00,-100.00,0.21,,
2636,0,0,TRUE,0.77,0.769230769,1.20,76.92,0.00,0.77,,
2638,0,1,FALSE,0.61,0.606060606,1.45,-100.00,0.00,0.61,,
2639,1,0,FALSE,0.41,2.05,0.408163265,0.00,-100.00,0.41,,
2641,0,0,TRUE,0.14,0.142857143,5.00,14.29,0.00,0.14,,
2642,1,1,TRUE,0.67,1.3,0.67,0.00,66.67,0.67,,
2643,0,0,TRUE,0.21,0.212765957,3.75,21.28,0.00,0.21,,
2644,1,0,FALSE,0.74,1.15,0.74,0.00,-100.00,0.74,,
2645,1,1,TRUE,0.10,6.5,0.10,0.00,10.00,0.10,,
2646,0,0,TRUE,0.74,0.740740741,1.15,74.07,0.00,0.74,,
2649,0,0,TRUE,0.59,0.588235294,1.50,58.82,0.00,0.59,,
2651,1,1,TRUE,0.57,1.55,0.57,0.00,57.14,0.57,,
2652,1,1,TRUE,0.69,1.25,0.69,0.00,68.97,0.69,,
2653,1,1,TRUE,0.24,3.4,0.24,0.00,23.53,0.24,,
2654,1,1,TRUE,0.53,1.65,0.53,0.00,52.63,0.53,,
2655,1,0,FALSE,1.00,0.833333333,1.00,0.00,-100.00,1.00,,
2656,1,0,FALSE,0.87,0.952380952,0.87,0.00,-100.00,0.87,,
2657,1,1,TRUE,0.11,6,0.111111111,0.00,11.11,0.11,,
2658,1,0,FALSE,0.67,1.3,0.67,0.00,-100.00,0.67,,
2659,1,1,TRUE,0.27,3.1,0.27,0.00,27.03,0.27,,
2662,1,1,TRUE,0.63,1.4,0.63,0.00,62.50,0.63,,
2663,1,0,FALSE,0.61,1.45,0.61,0.00,-100.00,0.61,,
2664,1,0,FALSE,0.53,1.65,0.53,0.00,-100.00,0.53,,
2665,1,1,TRUE,0.43,1.95,0.425531915,0.00,42.55,0.43,,
2667,0,1,FALSE,0.36,0.357142857,2.40,-100.00,0.00,0.36,,
2668,1,0,FALSE,0.22,3.65,0.22,0.00,-100.00,0.22,,
2669,1,0,FALSE,0.59,1.5,0.59,0.00,-100.00,0.59,,
2670,1,1,TRUE,0.20,4,0.20,0.00,20.00,0.20,,
2671,0,1,FALSE,0.57,0.571428571,1.55,-100.00,0.00,0.57,,
2673,1,1,TRUE,0.08,8.25,0.08,0.00,7.84,0.08,,
2674,0,1,FALSE,0.71,0.714285714,1.20,-100.00,0.00,0.71,,
2675,1,0,FALSE,0.63,1.5,0.63,0.00,-100.00,0.63,,
2676,0,0,TRUE,0.19,0.190476191,4.15,19.05,0.00,0.19,,
2678,0,1,FALSE,0.39,0.392156863,2.15,-100.00,0.00,0.39,,
2679,1,0,FALSE,0.54,1.6,0.54,0.00,-100.00,0.54,,
2681,1,1,TRUE,0.40,2.3,0.40,0.00,40.00,0.40,,
2683,1,0,FALSE,0.50,1.7,0.50,0.00,-100.00,0.50,,
2687,1,1,TRUE,0.59,1.5,0.59,0.00,58.82,0.59,,
2689,1,0,FALSE,0.57,1.55,0.57,0.00,-100.00,0.57,,
2690,0,1,FALSE,0.59,0.588235294,1.50,-100.00,0.00,0.59,,
2691,1,1,TRUE,0.29,2.9,0.29,0.00,28.57,0.29,,
2693,0,0,TRUE,0.54,0.540540541,1.60,54.05,0.00,0.54,,
2694,0,1,FALSE,0.36,0.363636364,2.35,-100.00,0.00,0.36,,
2695,0,1,FALSE,0.39,0.392156863,2.15,-100.00,0.00,0.39,,
2696,1,0,FALSE,0.77,1.1,0.77,0.00,-100.00,0.77,,
2697,1,1,TRUE,0.95,0.869565217,0.952380952,0.00,95.24,0.95,,
2698,0,0,TRUE,0.37,0.37037037,2.3,37.04,0.00,0.37,,
2699,0,0,TRUE,0.23,0.23255814,3.45,23.26,0.00,0.23,,
2700,1,1,TRUE,0.59,1.5,0.59,0.00,58.82,0.59,,
2701,0,0,TRUE,0.65,0.64516129,1.35,64.52,0.00,0.65,,
2702,1,0,FALSE,0.83,1,0.83,0.00,-100.00,0.83,,
2703,1,1,TRUE,0.24,3.35,0.238095238,0.00,23.81,0.24,,
2704,1,1,TRUE,0.14,5,0.14,0.00,14.29,0.14,,
2705,1,0,FALSE,0.20,4,0.20,0.00,-100.00,0.20,,
2706,1,1,TRUE,0.13,5.25,0.13,0.00,13.33,0.13,,
2707,0,1,FALSE,5.50,5.5,0.13,-100.00,0.00,5.50,,
2708,1,1,TRUE,0.48,1.75,0.476190476,0.00,47.62,0.48,,
2709,1,0,FALSE,0.24,3.35,0.238095238,0.00,-100.00,0.24,,
2710,0,0,TRUE,0.31,0.307692308,2.65,30.77,0.00,0.31,,
2714,1,1,TRUE,0.13,5.5,0.13,0.00,12.50,0.13,,
2715,0,1,FALSE,0.74,0.740740741,1.15,-100.00,0.00,0.74,,
2716,1,0,FALSE,1.05,0.8,1.05,0.00,-100.00,1.05,,
2717,0,1,FALSE,0.65,0.64516129,1.35,-100.00,0.00,0.65,,
2718,0,0,TRUE,0.26,0.256410256,3.20,25.64,0.00,0.26,,
2719,0,0,TRUE,0.43,0.434782609,1.9,43.48,0.00,0.43,,
2720,1,0,FALSE,0.87,0.952380952,0.87,0.00,-100.00,0.87,,
2721,0,1,FALSE,0.71,0.714285714,1.30,-100.00,0.00,0.71,,
2723,0,0,TRUE,0.67,0.666666667,1.30,66.67,0.00,0.67,,
2725,1,1,TRUE,0.43,1.95,0.425531915,0.00,42.55,0.43,,
2726,1,0,FALSE,0.74,1.15,0.74,0.00,-100.00,0.74,,
2727,1,0,FALSE,0.77,1.2,0.77,0.00,-100.00,0.77,,
2728,1,0,FALSE,0.53,1.65,0.53,0.00,-100.00,0.53,,
2729,1,0,FALSE,0.34,2.45,0.34,0.00,-100.00,0.34,,
2730,1,1,TRUE,0.91,0.909090909,0.91,0.00,90.91,0.91,,
2731,0,0,TRUE,0.28,0.277777778,3.00,27.78,0.00,0.28,,
2734,0,1,FALSE,0.40,0.4,2.10,-100.00,0.00,0.40,,
2735,1,0,FALSE,0.71,1.2,0.714285714,0.00,-100.00,0.71,,
2736,1,0,FALSE,0.43,1.9,0.43,0.00,-100.00,0.43,,
2737,1,1,TRUE,0.10,6.4,0.102040816,0.00,10.20,0.10,,
2738,1,1,TRUE,0.59,1.5,0.59,0.00,58.82,0.59,,
2741,0,0,TRUE,0.24,0.238095238,3.35,23.81,0.00,0.24,,
2742,1,1,TRUE,0.38,2.2,0.38,0.00,38.46,0.38,,
2744,1,1,TRUE,0.24,3.35,0.238095238,0.00,23.81,0.24,,
